client_id,district_id,gender,age,age_group,birth date,disp_id,account_id,district name,region,inhabitants,municipalities with inhabitants < 499,municipalities with inhabitants 500-1999,municipalities with inhabitants 2000-9999,municipalities with inhabitants >10000,cities,ratio of urban inhabitants,average salary,unemployment rate 1996,enterpreneurs per 1000 inhabitants,commited crimes 1996,frequency,LOR,Average Collection from another bank,Average Credit in Cash,Average Interest Credited,Average remittance to another bank,Average withdrawal in cash,Average Total Credit,Average Total Debit,Average Monthly Savings,Average Monthly Balance,Median Monthly Balance,total_credit,total_withdrawal,household payment,insurance payment,lease,loan payment,other,total order payment,Card Type,Card Issued before 1997,Loan Amount,Loan Duration,Loan Payments,status,Loan granted before 1997,Card Issued,loan granted
130,53,M,54,50,1942-02-14,130,108,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,3.56,99,1903,Monthly Issuance,1,0.0,17011.583333333332,214.09166666666667,4803.0,12532.933333333336,17225.675,17335.933333333338,-110.25833333333306,42837.399999999994,42927.4,206708.09999999998,208031.20000000004,4803.0,0.0,0.0,0.0,0.0,4803.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0
134,6,M,64,60,1932-01-18,134,112,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,4.02,126,3120,Monthly Issuance,3,6582.0,0.0,76.51666666666667,2051.0,4483.7666666666655,6658.516666666666,6534.766666666666,123.75000000000004,15423.033333333333,13597.55,79902.2,78417.20000000001,2051.0,0.0,0.0,0.0,0.0,2051.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
138,54,F,24,20,1972-10-21,138,115,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.96,140,18696,Monthly Issuance,3,0.0,8995.5,150.5,5110.0,3189.6,9146.0,8299.6,846.3999999999993,37063.175,32334.85,109752.0,99595.20000000001,5110.0,0.0,0.0,0.0,0.0,5110.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0
141,31,M,71,70,1925-11-02,141,117,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,4.2,108,1452,Monthly Issuance,3,4903.0,0.0,90.32499999999999,2329.0,2947.9333333333325,4993.325000000001,5276.9333333333325,-283.6083333333333,24776.308333333334,24657.85,59919.900000000016,63323.19999999998,2329.0,0.0,0.0,0.0,0.0,2329.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
143,27,M,18,10,1978-07-09,143,119,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,1.29,110,1127,Monthly Issuance,3,0.0,23318.833333333332,181.10833333333335,8252.0,14972.933333333336,23499.94166666667,23224.933333333334,275.00833333333503,33157.98333333333,31201.3,281999.30000000005,278699.2,8252.0,0.0,0.0,0.0,0.0,8252.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
144,65,M,38,30,1958-12-06,144,120,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.72,105,2718,Weekly Issuance,1,0.0,50803.916666666664,217.23333333333335,3965.0,41884.75,51021.15,45849.75,5171.400000000001,55153.36666666667,55062.4,612253.8,550197.0,3965.0,0.0,1899.0,0.0,0.0,5864.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
147,21,F,63,60,1933-11-02,147,123,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,2.07,123,2354,Monthly Issuance,3,4843.0,0.0,61.65833333333333,3016.0,1842.9333333333332,4904.658333333333,4858.9333333333325,45.72499999999968,18895.541666666668,18778.550000000003,58855.9,58307.19999999998,3016.0,0.0,0.0,0.0,0.0,3016.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
151,51,F,25,20,1971-09-23,151,126,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.97,131,3839,Monthly Issuance,3,0.0,27314.333333333332,159.9,7384.0,18755.933333333338,27474.233333333334,26139.933333333323,1334.300000000001,44687.208333333336,45077.3,329690.8,313679.1999999999,7384.0,0.0,0.0,0.0,0.0,7384.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
152,29,F,51,50,1945-12-02,152,127,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,3.6,113,888,Monthly Issuance,2,3364.0,0.0,54.81666666666666,2242.0,1370.4333333333334,3418.816666666667,3612.4333333333325,-193.6166666666667,16094.741666666663,16153.8,41025.8,43349.19999999999,2242.0,0.0,0.0,0.0,0.0,2242.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
153,13,F,15,10,1981-02-12,153,128,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,3.26,123,1875,Monthly Issuance,3,0.0,5243.75,204.79999999999998,1425.0,3160.4333333333325,5448.55,4585.4333333333325,863.1166666666664,45929.583333333336,44411.850000000006,65382.6,55025.19999999999,0.0,0.0,0.0,0.0,0.0,0.0,junior,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
157,52,F,53,50,1943-07-09,157,131,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,3.49,108,2799,Monthly Issuance,1,0.0,11452.333333333334,91.84166666666665,6904.0,5731.266666666666,11544.175000000001,12635.26666666667,-1091.091666666667,19308.7,19197.85,138530.09999999998,151623.20000000004,6904.0,0.0,0.0,0.0,0.0,6904.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
162,65,M,55,50,1941-10-17,162,135,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.72,105,2718,Monthly Issuance,3,0.0,5646.833333333333,181.82499999999996,0.0,5814.599999999999,5828.658333333334,5814.599999999999,14.058333333333394,45351.86666666667,46312.15,69943.9,69775.2,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
165,22,M,28,20,1968-11-08,165,138,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.25,100,1117,Monthly Issuance,1,0.0,558.3333333333334,0.0,0.0,1091.6666666666667,558.3333333333334,1091.6666666666667,-533.3333333333334,15875.0,17650.0,6700.0,13100.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
171,51,M,67,60,1929-06-25,171,142,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.97,131,3839,Monthly Issuance,3,4555.0,0.0,86.04166666666664,1845.0,2452.1,4641.041666666667,4297.099999999999,343.94166666666644,24289.458333333332,24439.65,55692.50000000001,51565.19999999999,1845.0,0.0,0.0,0.0,0.0,1845.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
176,4,M,67,60,1929-03-11,176,146,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,5.05,109,5892,Monthly Issuance,3,6296.0,0.0,101.02499999999999,3823.0,2507.0999999999985,6397.025000000001,6330.099999999999,66.92500000000018,20315.583333333332,20526.45,76764.30000000002,75961.2,3823.0,0.0,0.0,0.0,0.0,3823.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
178,8,M,36,30,1960-12-22,178,148,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.44,127,4987,Monthly Issuance,3,3468.0,0.0,59.758333333333326,2312.0,1602.0999999999995,3527.7583333333337,3914.099999999999,-386.3416666666667,14438.216666666665,13825.3,42333.1,46969.19999999998,487.0,1736.0,0.0,0.0,89.0,2312.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
180,73,M,14,10,1982-01-19,180,150,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.74,90,4433,Monthly Issuance,1,0.0,7384.25,166.58333333333334,0.0,2406.266666666666,7550.833333333333,2406.266666666666,5144.566666666667,37466.575000000004,37164.05,90609.99999999999,28875.19999999999,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
181,76,M,29,20,1967-07-06,181,151,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,5.88,107,2807,Monthly Issuance,3,0.0,5503.916666666667,57.84166666666667,3079.0,2857.9333333333325,5561.758333333334,5936.933333333333,-375.1750000000002,17862.625,17351.7,66741.1,71243.19999999998,411.0,0.0,0.0,0.0,2668.0,3079.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
185,77,M,42,40,1954-05-30,185,153,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,5.56,113,3590,Monthly Issuance,3,14874.166666666666,100.0,131.375,4544.0,10405.266666666668,15105.541666666666,14949.266666666668,156.2750000000007,26347.566666666666,24947.15,181266.49999999997,179391.20000000004,4544.0,0.0,0.0,0.0,0.0,4544.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
186,46,F,35,30,1961-02-22,186,154,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,2.31,117,2618,Monthly Issuance,2,0.0,15349.0,184.89166666666665,3891.0,9339.600000000002,15533.891666666668,13230.600000000004,2303.2916666666665,37475.941666666666,36170.0,186406.69999999998,158767.20000000004,3891.0,0.0,0.0,0.0,0.0,3891.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
187,58,M,54,50,1942-08-23,187,155,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.95,96,2471,Monthly Issuance,1,0.0,5448.25,117.88333333333334,2241.0,3125.4999999999995,5566.133333333334,5366.499999999999,199.63333333333335,28784.08333333333,27582.4,66793.6,64397.99999999999,2988.0,0.0,0.0,0.0,0.0,2988.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
190,37,F,49,40,1947-10-31,190,158,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,5.39,123,4166,Monthly Issuance,1,0.0,26593.666666666668,175.38333333333333,3420.0,22226.266666666666,26769.050000000003,25646.266666666663,1122.783333333335,55031.09166666667,59471.2,321228.60000000003,307755.19999999995,3420.0,0.0,0.0,0.0,0.0,3420.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
193,1,M,34,30,1962-05-01,193,160,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,0.0,14079.75,203.42500000000004,7926.0,4869.5999999999985,14283.174999999997,12795.600000000004,1487.575,44764.60833333333,42517.15,171398.09999999998,153547.20000000004,2374.0,0.0,0.0,0.0,5552.0,7926.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
194,28,F,72,70,1924-12-20,194,161,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,2.01,112,1525,Monthly Issuance,2,4419.0,0.0,81.91666666666667,2281.0,2112.933333333333,4500.916666666667,4393.9333333333325,106.98333333333328,17650.35,17946.1,54011.00000000001,52727.19999999999,1140.5,0.0,0.0,0.0,0.0,1140.5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
195,74,M,77,70,1919-11-18,195,162,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,Monthly Issuance,3,5188.0,0.0,123.04166666666667,3458.0,767.1000000000003,5311.041666666667,4225.099999999999,1085.9416666666664,33918.15,33962.5,63732.5,50701.19999999999,3458.0,0.0,0.0,0.0,0.0,3458.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
197,30,M,63,60,1933-04-25,197,163,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.67,100,2804,Monthly Issuance,3,6698.0,0.0,109.69166666666666,3728.0,2284.6,6807.691666666667,6012.599999999999,795.0916666666666,28835.600000000002,29062.2,81692.3,72151.2,1864.0,0.0,0.0,0.0,0.0,1864.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
199,29,M,73,70,1923-06-21,199,165,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,3.6,113,888,Monthly Issuance,3,6864.0,0.0,115.825,1788.0,5102.099999999999,6979.825,6890.100000000001,89.72499999999961,25506.30833333333,25382.449999999997,83757.90000000001,82681.20000000001,1788.0,0.0,0.0,0.0,0.0,1788.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
203,31,M,34,30,1962-06-10,203,168,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,4.2,108,1452,Monthly Issuance,3,3020.0,0.0,69.31666666666666,2013.0,976.2666666666669,3089.316666666667,2989.2666666666664,100.05,19253.56666666667,19191.5,37071.8,35871.19999999999,2013.0,0.0,0.0,0.0,0.0,2013.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
205,4,F,54,50,1942-06-15,205,169,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,5.05,109,5892,Monthly Issuance,1,0.0,13858.0,187.23333333333335,4145.833333333333,8771.716666666669,14045.233333333332,12917.550000000003,1127.6833333333327,40717.458333333336,39456.2,168542.80000000002,155010.60000000003,4975.0,0.0,696.0,0.0,0.0,5671.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
208,13,F,56,50,1940-06-25,208,172,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,3.26,123,1875,Monthly Issuance,3,0.0,24254.833333333332,162.63333333333335,4221.0,21132.933333333338,24417.466666666664,25353.933333333334,-936.4666666666653,57842.975,60501.25,293009.60000000003,304247.19999999995,4221.0,0.0,0.0,0.0,0.0,4221.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
210,66,M,57,50,1939-11-30,210,173,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,4.12,102,2103,Monthly Issuance,3,0.0,20739.166666666668,121.96666666666664,8608.0,13327.933333333336,20861.13333333333,21935.933333333334,-1074.7999999999995,34440.48333333333,32419.199999999997,250333.59999999998,263231.2,6256.0,735.0,0.0,8734.0,808.5,16533.5,Not Applicable,Not Applicable,104808.0,12.0,8734.0,No Problems,Yes,0,0
219,60,F,32,30,1964-04-02,219,180,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,4.48,115,2252,Weekly Issuance,3,25199.5,733.3333333333334,218.38333333333333,0.0,28409.333333333332,26151.216666666664,28409.333333333332,-2258.1166666666663,47902.07499999999,47629.55,313814.6,340912.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
223,43,F,44,40,1952-02-27,223,183,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,2.5,125,3891,Monthly Issuance,3,0.0,15862.166666666666,140.95000000000002,5954.0,10039.600000000002,16003.116666666663,15993.600000000004,9.516666666666879,40252.64166666667,44060.15,192037.39999999997,191923.20000000004,5202.0,0.0,0.0,0.0,752.0,5954.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
226,1,M,54,50,1942-06-16,226,186,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Weekly Issuance,3,0.0,40630.666666666664,274.12500000000006,6862.0,36413.666666666664,40904.791666666664,43275.666666666664,-2370.8750000000005,72177.95,74303.54999999999,490857.5,519308.0,6862.0,0.0,0.0,0.0,0.0,6862.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
227,52,F,70,70,1926-12-18,227,187,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,3.49,108,2799,Monthly Issuance,3,4197.0,0.0,67.60000000000001,2798.0,1516.266666666667,4264.599999999999,4314.2666666666655,-49.66666666666678,13903.208333333334,13832.85,51175.200000000004,51771.19999999999,2798.0,0.0,0.0,0.0,0.0,2798.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
228,48,F,40,40,1956-03-16,228,188,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,2.44,124,1717,Monthly Issuance,3,0.0,21030.833333333332,283.06666666666666,7426.0,14309.600000000004,21313.900000000005,21735.600000000002,-421.6999999999991,61679.99166666667,60397.45,255766.80000000002,260827.20000000004,7426.0,0.0,0.0,0.0,0.0,7426.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
230,74,F,29,20,1967-03-10,230,190,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,Monthly Issuance,1,0.0,19219.0,143.375,9110.0,10072.933333333336,19362.375,19182.933333333338,179.44166666666766,33169.05,33480.95,232348.5,230195.20000000004,4519.0,42.0,0.0,0.0,2274.5,6835.5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
232,55,F,75,70,1921-06-17,232,192,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,2.43,111,3894,Monthly Issuance,3,5859.0,0.0,117.83333333333331,3583.0,2928.766666666666,5976.833333333333,6511.766666666667,-534.9333333333333,33249.166666666664,33476.7,71722.00000000001,78141.20000000001,3583.0,0.0,0.0,0.0,0.0,3583.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
238,6,F,35,30,1961-11-28,238,196,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,4.02,126,3120,Monthly Issuance,3,0.0,14017.166666666666,216.65833333333333,10576.0,3864.599999999999,14233.825000000003,14440.6,-206.77499999999964,47859.366666666676,48052.7,170805.90000000002,173287.20000000004,1270.0,2554.0,0.0,0.0,2401.0,6225.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
239,1,F,22,20,1974-09-10,239,197,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,0.0,23527.833333333332,97.40833333333335,9454.0,15377.933333333336,23625.24166666667,24831.933333333334,-1206.6916666666655,47237.325000000004,47541.75,283502.9,297983.19999999995,9454.0,0.0,0.0,0.0,0.0,9454.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
240,34,F,67,60,1929-06-17,240,198,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,7.68,100,5190,Monthly Issuance,3,4299.0,0.0,106.36666666666667,2866.0,1325.4333333333334,4405.366666666668,4191.4333333333325,213.93333333333325,23918.016666666663,25008.9,52864.40000000001,50297.19999999999,1433.0,0.0,0.0,0.0,0.0,1433.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
242,17,F,35,30,1961-08-01,242,200,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.62,119,1181,Monthly Issuance,2,0.0,9331.833333333334,227.47500000000002,791.6666666666666,6639.600000000001,9559.308333333332,7431.266666666667,2128.0416666666665,59528.43333333333,57857.55,114711.69999999998,89175.20000000001,0.0,0.0,0.0,0.0,0.0,0.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
243,63,M,42,40,1954-02-10,243,201,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,4.52,110,1460,Monthly Issuance,2,0.0,17154.5,115.83333333333333,9584.0,7939.600000000002,17270.333333333332,17523.600000000002,-253.26666666666551,38786.43333333333,40393.05,207243.99999999997,210283.20000000004,9584.0,0.0,0.0,0.0,0.0,9584.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
248,61,F,27,20,1969-12-12,248,206,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,5.74,107,2059,Monthly Issuance,1,0.0,6640.75,127.05,2902.0,2712.9333333333325,6767.8,5614.933333333333,1152.8666666666666,29472.675,30829.699999999997,81213.60000000002,67379.19999999998,2902.0,0.0,0.0,0.0,0.0,2902.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
250,8,F,17,10,1979-11-25,250,207,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.44,127,4987,Monthly Issuance,3,0.0,6737.916666666667,104.24166666666667,3139.0,4139.599999999999,6842.158333333333,7278.599999999999,-436.4416666666668,24724.941666666666,24959.75,82105.9,87343.20000000001,403.0,2726.0,0.0,0.0,10.0,3139.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
255,27,F,45,40,1951-10-11,255,212,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,1.29,110,1127,Weekly Issuance,3,53722.5,366.6666666666667,299.04999999999995,14141.0,39952.833333333336,54388.21666666667,54093.833333333336,294.38333333333384,48326.466666666674,47432.7,652658.6,649126.0,13841.0,0.0,0.0,0.0,0.0,13841.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
256,73,F,33,30,1963-02-27,256,213,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.74,90,4433,Monthly Issuance,1,0.0,26294.666666666668,209.61666666666665,5625.0,21006.26666666667,26504.28333333333,26631.266666666666,-126.98333333333221,66490.61666666667,66539.1,318051.3999999999,319575.2,5625.0,0.0,0.0,0.0,0.0,5625.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0
261,38,F,59,50,1937-12-07,261,216,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,8.23,104,2822,Monthly Issuance,2,6460.0,0.0,121.28333333333332,2999.0,3573.766666666666,6581.283333333333,6572.766666666666,8.516666666666575,26415.749999999996,26561.4,78975.4,78873.2,1499.5,0.0,0.0,0.0,0.0,1499.5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
